slug,title,year,rating
grave-of-the-fireflies,"Grave of the Fireflies",1988,4.5
my-neighbor-totoro,"My Neighbor Totoro",1988,4
wall-street,"Wall Street",1987,4.5
full-metal-jacket,"Full Metal Jacket",1987,5
dirty-dancing,"Dirty Dancing",1987,5
platoon,"Platoon",1986,4
the-name-of-the-rose,"The Name of the Rose",1986,3
castle-in-the-sky,"Castle in the Sky",1986,3.5
dune,"Dune",1984,2
the-terminator,"The Terminator",1984,3
gremlins,"Gremlins",1984,3.5
once-upon-a-time-in-america,"Once Upon a Time in America",1984,5
scarface-1983,"Scarface",1983,4.5
gandhi,"Gandhi",1982,4.5
blade-runner,"Blade Runner",1982,4
raging-bull,"Raging Bull",1980,4.5
the-shining,"The Shining",1980,4
life-of-brian,"Life of Brian",1979,5
woyzeck,"Woyzeck",1979,3
apocalypse-now,"Apocalypse Now",1979,5
halloween-1978,"Halloween",1978,3
annie-hall,"Annie Hall",1977,3
taxi-driver,"Taxi Driver",1976,4.5
one-flew-over-the-cuckoos-nest,"One Flew Over the Cuckoo's Nest",1975,5
jaws,"Jaws",1975,4
the-godfather-part-ii,"The Godfather Part II",1974,4.5
watch-out-were-mad,"Watch Out, We're Mad",1974,4
the-exorcist,"The Exorcist",1973,4
my-name-is-nobody,"My Name Is Nobody",1973,4
the-godfather,"The Godfather",1972,5
a-clockwork-orange,"A Clockwork Orange",1971,5
die-bettwurst,"Die Bettwurst",1971,0.5
2001-a-space-odyssey,"2001: A Space Odyssey",1968,4
the-graduate,"The Graduate",1967,4
a-fistful-of-dollars,"A Fistful of Dollars",1964,4
lord-of-the-flies,"Lord of the Flies",1963,4.5
the-birds,"The Birds",1963,4
psycho,"Psycho",1960,5
12-angry-men,"12 Angry Men",1957,4.5
rebel-without-a-cause,"Rebel Without a Cause",1955,3.5
east-of-eden,"East of Eden",1955,4.5
rear-window,"Rear Window",1954,4.5
